Energy,Intensity
3.180999999999961574e+02,1.743334511754753748e+02
3.181999999999961233e+02,1.742706244791798156e+02
3.182999999999960892e+02,1.741332794626398197e+02
3.183999999999961119e+02,1.736630388121511999e+02
3.184999999999961346e+02,1.733450417918739390e+02
3.185999999999961005e+02,1.732372667356884790e+02
3.186999999999960664e+02,1.727786167015984518e+02
3.187999999999960892e+02,1.730202267619504539e+02
3.188999999999961119e+02,1.729139920709073124e+02
3.189999999999960778e+02,1.730886593772884510e+02
3.190999999999960437e+02,1.732113330471452741e+02
3.191999999999960664e+02,1.730393929446226196e+02
3.192999999999960892e+02,1.734990783061033710e+02
3.193999999999960551e+02,1.723362288831090154e+02
3.194999999999960210e+02,1.723568091714855655e+02
3.195999999999960437e+02,1.726836443524153424e+02
3.196999999999960664e+02,1.733419358097017664e+02
3.197999999999960323e+02,1.726415999595969879e+02
3.198999999999959982e+02,1.719374258225802237e+02
3.199999999999960210e+02,1.712364334233984096e+02
3.200999999999960437e+02,1.710591651725966642e+02
3.201999999999960096e+02,1.709268452816848196e+02
3.202999999999959755e+02,1.708557864700386233e+02
3.203999999999959982e+02,1.713831216383424589e+02
3.204999999999960210e+02,1.706912451705765079e+02
3.205999999999959869e+02,1.694384232721396017e+02
3.206999999999959527e+02,1.696159187899295375e+02
3.207999999999959755e+02,1.698204843312037440e+02
3.208999999999959982e+02,1.699173758238428320e+02
3.209999999999959641e+02,1.694230701244918009e+02
3.210999999999959300e+02,1.702998661649958194e+02
3.211999999999959527e+02,1.692625691270422408e+02
3.212999999999959755e+02,1.691928739173253291e+02
3.213999999999959414e+02,1.696740233832478850e+02
3.214999999999959073e+02,1.691733542082270674e+02
3.215999999999959300e+02,1.690348981086336266e+02
3.216999999999959527e+02,1.689021236837453728e+02
3.217999999999959186e+02,1.685693795611221901e+02
3.218999999999958845e+02,1.677310168935127876e+02
3.219999999999959073e+02,1.680322214085502992e+02
3.220999999999959300e+02,1.680246458422766977e+02
3.221999999999958959e+02,1.677914446604883665e+02
3.222999999999958618e+02,1.673538799525264551e+02
3.223999999999958845e+02,1.678951289108860863e+02
3.224999999999959073e+02,1.677372288578571329e+02
3.225999999999958732e+02,1.676317517234413401e+02
3.226999999999958391e+02,1.671936062220650854e+02
3.227999999999958618e+02,1.667703593343602506e+02
3.228999999999958845e+02,1.674185500366152439e+02
3.229999999999958504e+02,1.673658493472387079e+02
3.230999999999958163e+02,1.675308451806772609e+02
3.231999999999958391e+02,1.670022221661069182e+02
3.232999999999958618e+02,1.665969546223580267e+02
3.233999999999958277e+02,1.666309436630388063e+02
3.234999999999957936e+02,1.665256432918360758e+02
3.235999999999958163e+02,1.666129138153077065e+02
3.236999999999958391e+02,1.661859549001287917e+02
3.237999999999958050e+02,1.656499583343855022e+02
3.238999999999957708e+02,1.654495088507866001e+02
3.239999999999957936e+02,1.650991641625211344e+02
3.240999999999958163e+02,1.649527789702280245e+02
3.241999999999957822e+02,1.654714527410924063e+02
3.242999999999957481e+02,1.654680184843817017e+02
3.243999999999957708e+02,1.648252569379561123e+02
3.244999999999957936e+02,1.641329006843261595e+02
3.245999999999957595e+02,1.642436807151334506e+02
3.246999999999957254e+02,1.644036766748314449e+02
3.247999999999957481e+02,1.642495391530516997e+02
3.248999999999957708e+02,1.642995883942324724e+02
3.249999999999957367e+02,1.641409560364637343e+02
3.250999999999957026e+02,1.635057448044241255e+02
3.251999999999957254e+02,1.626581146940733902e+02
3.252999999999957481e+02,1.626393525416024772e+02
3.253999999999957140e+02,1.625239261634807235e+02
3.254999999999956799e+02,1.626165500871190090e+02
3.255999999999957026e+02,1.625046589732582447e+02
3.256999999999957254e+02,1.625029923486780774e+02
3.257999999999956913e+02,1.612731244160501092e+02
3.258999999999956572e+02,1.604076412211812794e+02
3.259999999999956799e+02,1.610105300371202759e+02
3.260999999999957026e+02,1.614741041892881412e+02
3.261999999999956685e+02,1.606988207368500809e+02
3.262999999999956344e+02,1.610535592535541980e+02
3.263999999999956572e+02,1.605767531122951368e+02
3.264999999999956799e+02,1.600261862074190162e+02
3.265999999999956458e+02,1.597813944092320924e+02
3.266999999999956117e+02,1.598201308047776479e+02
3.267999999999956344e+02,1.594867301330774580e+02
