Energy,Intensity
3.072999999999967713e+02,2.460220954016312760e+02
3.073999999999967372e+02,2.447472033534506579e+02
3.074999999999967031e+02,2.442803464558975861e+02
3.075999999999967258e+02,2.434295851114870857e+02
3.076999999999967486e+02,2.437465468043736223e+02
3.077999999999967145e+02,2.430615388500290521e+02
3.078999999999966803e+02,2.410888613923890773e+02
3.079999999999967031e+02,2.400126006919017243e+02
3.080999999999967258e+02,2.412059291432034627e+02
3.081999999999966917e+02,2.388928814928916040e+02
3.082999999999966576e+02,2.382758011161334366e+02
3.083999999999966803e+02,2.378147016489482724e+02
3.084999999999967031e+02,2.368720234337516786e+02
3.085999999999966690e+02,2.373941314613267366e+02
3.086999999999966349e+02,2.362042120148481104e+02
3.087999999999966576e+02,2.355294563268604406e+02
3.088999999999966803e+02,2.343676169793692168e+02
3.089999999999966462e+02,2.334192570894674361e+02
3.090999999999966121e+02,2.327910406302871138e+02
3.091999999999966349e+02,2.323276432413322823e+02
3.092999999999966576e+02,2.306784677154617214e+02
3.093999999999966235e+02,2.306908411403752552e+02
3.094999999999965894e+02,2.296373576424837779e+02
3.095999999999966121e+02,2.286328123027196284e+02
3.096999999999966349e+02,2.281757531375470194e+02
3.097999999999966008e+02,2.278278578823767191e+02
3.098999999999965667e+02,2.267701825711471884e+02
3.099999999999965894e+02,2.263854953157748469e+02
3.100999999999966121e+02,2.261606525087750299e+02
3.101999999999965780e+02,2.255503143860003661e+02
3.102999999999965439e+02,2.248783616575339011e+02
3.103999999999965667e+02,2.255188000303022591e+02
3.104999999999965894e+02,2.238851544152925328e+02
3.105999999999965553e+02,2.234765788742708423e+02
3.106999999999965212e+02,2.230288881593899077e+02
3.107999999999965439e+02,2.216821039872730523e+02
3.108999999999965667e+02,2.209862629731572383e+02
3.109999999999965326e+02,2.202518118229337745e+02
3.110999999999964984e+02,2.206151864851897813e+02
3.111999999999965212e+02,2.198286154390040679e+02
3.112999999999965439e+02,2.197164718062675206e+02
3.113999999999965098e+02,2.195826873058761066e+02
3.114999999999964757e+02,2.182376707658897601e+02
3.115999999999964984e+02,2.178256862200449575e+02
3.116999999999965212e+02,2.173359763642332325e+02
3.117999999999964871e+02,2.165150627509406434e+02
3.118999999999964530e+02,2.156878866695285524e+02
3.119999999999964757e+02,2.158465947829600395e+02
3.120999999999964984e+02,2.152447160425241748e+02
3.121999999999964643e+02,2.146996793010277429e+02
3.122999999999964302e+02,2.141551981010580619e+02
3.123999999999964530e+02,2.138283376682406924e+02
3.124999999999964757e+02,2.133605211989596171e+02
3.125999999999964416e+02,2.124161763591828560e+02
3.126999999999964075e+02,2.120791394156713352e+02
3.127999999999964302e+02,2.111436074846594693e+02
3.128999999999964530e+02,2.116641498952046732e+02
