Energy,Processed_Intensity
3.160999999999962711e+02,9.750210836414268112e-01
3.161999999999962370e+02,9.749135584096543239e-01
3.162999999999962029e+02,9.742471207867695604e-01
3.163999999999962256e+02,9.740594020063220171e-01
3.164999999999962483e+02,9.744562739128759254e-01
3.165999999999962142e+02,9.681393486729276132e-01
3.166999999999961801e+02,9.703184751426386923e-01
3.167999999999962029e+02,9.624665856800495023e-01
3.168999999999962256e+02,9.681689965463553538e-01
3.169999999999961915e+02,9.726747544203562246e-01
3.170999999999961574e+02,9.725503433354040217e-01
3.171999999999961801e+02,9.728795375921467370e-01
3.172999999999962029e+02,9.747415022805521190e-01
3.173999999999961688e+02,9.739376876795348137e-01
3.174999999999961346e+02,9.730312768978628402e-01
3.175999999999961574e+02,9.702641254083430589e-01
3.176999999999961801e+02,9.720724264926221547e-01
3.177999999999961460e+02,9.669351613214868246e-01
3.178999999999961119e+02,9.671626007946337866e-01
3.179999999999961346e+02,9.713635571930711032e-01
3.180999999999961574e+02,9.730934746001228541e-01
3.181999999999961233e+02,9.711845375218072229e-01
3.182999999999960892e+02,9.734609410620169712e-01
3.183999999999961119e+02,9.734372274321831942e-01
3.184999999999961346e+02,9.660644880244032562e-01
3.185999999999961005e+02,9.687303836620526631e-01
3.186999999999960664e+02,9.658992728758613033e-01
3.187999999999960892e+02,9.708276425888923145e-01
3.188999999999961119e+02,9.676372230766221438e-01
3.189999999999960778e+02,9.714940993695559968e-01
3.190999999999960437e+02,9.777541353095126064e-01
3.191999999999960664e+02,9.757555478246476843e-01
3.192999999999960892e+02,9.780552014350809564e-01
3.193999999999960551e+02,9.703439980210823990e-01
3.194999999999960210e+02,9.800758945366014885e-01
3.195999999999960437e+02,9.856303061994999837e-01
3.196999999999960664e+02,9.875046376642191426e-01
3.197999999999960323e+02,9.802376810071550262e-01
3.198999999999959982e+02,9.787671770097178259e-01
3.199999999999960210e+02,9.766579060752996755e-01
3.200999999999960437e+02,9.770799662785050188e-01
3.201999999999960096e+02,9.734989647748343300e-01
3.202999999999959755e+02,9.810338451055785614e-01
3.203999999999959982e+02,9.787561306307724918e-01
3.204999999999960210e+02,9.763257923516855952e-01
3.205999999999959869e+02,9.686129315408577023e-01
3.206999999999959527e+02,9.741865968172147561e-01
3.207999999999959755e+02,9.741354608893121325e-01
3.208999999999959982e+02,9.754188989761617412e-01
3.209999999999959641e+02,9.762888158229284796e-01
3.210999999999959300e+02,9.802512948938099102e-01
3.211999999999959527e+02,9.776820895109437082e-01
3.212999999999959755e+02,9.781968889760681574e-01
3.213999999999959414e+02,9.856232687466700559e-01
3.214999999999959073e+02,9.821935111138033747e-01
3.215999999999959300e+02,9.839453965462832130e-01
3.216999999999959527e+02,9.801901508297663490e-01
3.217999999999959186e+02,9.813394613106668496e-01
3.218999999999958845e+02,9.772312346778576631e-01
3.219999999999959073e+02,9.767902527727591044e-01
3.220999999999959300e+02,9.799045366980263516e-01
3.221999999999958959e+02,9.856635930319567196e-01
3.222999999999958618e+02,9.792541470575465423e-01
3.223999999999958845e+02,9.887580831416235005e-01
3.224999999999959073e+02,9.846436768518096461e-01
3.225999999999958732e+02,9.901324625786567246e-01
3.226999999999958391e+02,9.892733224779721724e-01
3.227999999999958618e+02,9.875367373233062684e-01
3.228999999999958845e+02,9.922561747939480092e-01
3.229999999999958504e+02,9.920903499559488026e-01
3.230999999999958163e+02,9.958878620242317403e-01
3.231999999999958391e+02,9.930478925127206313e-01
3.232999999999958618e+02,9.910387359816895669e-01
3.233999999999958277e+02,9.948533846458532670e-01
3.234999999999957936e+02,9.974277600384490183e-01
3.235999999999958163e+02,9.957698830467252016e-01
3.236999999999958391e+02,1.000431458048277600e+00
3.237999999999958050e+02,9.963127134527246520e-01
3.238999999999957708e+02,9.942827616341899377e-01
3.239999999999957936e+02,9.902091539238891960e-01
3.240999999999958163e+02,9.957253757794488624e-01
3.241999999999957822e+02,9.992253732924955001e-01
3.242999999999957481e+02,1.001439792718329613e+00
3.243999999999957708e+02,9.962495181202787320e-01
3.244999999999957936e+02,9.939853739884834116e-01
3.245999999999957595e+02,9.979902013106480840e-01
3.246999999999957254e+02,9.999308348556628090e-01
3.247999999999957481e+02,1.002669588787357347e+00
3.248999999999957708e+02,1.003472033163093080e+00
3.249999999999957367e+02,1.005262798958497905e+00
3.250999999999957026e+02,1.000810370017402251e+00
3.251999999999957254e+02,9.946401764642559540e-01
3.252999999999957481e+02,9.971313787593394373e-01
3.253999999999957140e+02,9.986085074519497340e-01
3.254999999999956799e+02,1.000730327634282935e+00
3.255999999999957026e+02,1.003146735933475808e+00
3.256999999999957254e+02,1.004327758902872292e+00
3.257999999999956913e+02,9.967408443280660890e-01
3.258999999999956572e+02,9.898251204930927916e-01
3.259999999999956799e+02,9.975767212776294190e-01
3.260999999999957026e+02,1.005007716088204273e+00
3.261999999999956685e+02,9.994107652253212404e-01
3.262999999999956344e+02,1.004915677580399569e+00
3.263999999999956572e+02,1.002516734608605686e+00
3.264999999999956799e+02,9.983495482388855535e-01
3.265999999999956458e+02,1.002010756542438985e+00
3.266999999999956117e+02,1.002788272164720773e+00
3.267999999999956344e+02,1.002479946300900426e+00
3.268999999999956572e+02,1.006807079259107285e+00
3.269999999999956231e+02,1.006872372433657903e+00
3.270999999999955890e+02,1.007958983227563721e+00
3.271999999999956117e+02,1.008567700755270691e+00
3.272999999999956344e+02,9.958574309943953873e-01
3.273999999999956003e+02,9.951640293397557846e-01
3.274999999999955662e+02,9.932587707609815686e-01
3.275999999999955890e+02,9.988111103738022134e-01
3.276999999999956117e+02,9.990092190746528988e-01
3.277999999999955776e+02,1.000171832115618997e+00
3.278999999999955435e+02,1.001569162690607806e+00
3.279999999999955662e+02,1.004814242195732898e+00
3.280999999999955890e+02,1.002006671832904594e+00
3.281999999999955548e+02,9.964498428258680152e-01
3.282999999999955207e+02,9.993012213276005751e-01
3.283999999999955435e+02,1.000002559575016825e+00
3.284999999999955662e+02,9.966298175476725474e-01
3.285999999999955321e+02,9.994866193685606470e-01
3.286999999999954980e+02,9.988151202085380209e-01
3.287999999999955207e+02,9.958310634599684130e-01
3.288999999999955435e+02,9.946193602118817978e-01
3.289999999999955094e+02,9.988351447601673261e-01
3.290999999999954753e+02,9.940912842918655512e-01
3.291999999999954980e+02,1.000637820966978175e+00
3.292999999999955207e+02,1.000416379915040954e+00
3.293999999999954866e+02,1.000539744629551198e+00
3.294999999999954525e+02,1.001479184725346805e+00
3.295999999999954753e+02,1.007327085473102457e+00
3.296999999999954980e+02,1.001429954537568667e+00
3.297999999999954639e+02,1.004231080061051884e+00
3.298999999999954298e+02,9.935153206954756566e-01
3.299999999999954525e+02,9.944754297216206185e-01
